label,tweets
1,"Exactly, I think I know which places they would send people back too and how! Huge priority for them and exactly what racists want so they would pay for it but idk if I should say haha. but yeah that was the plan, it can be used for something good."
1,"I found this article worth reading. It brings up interesting points. Hillary hasn't disappeared. She still comments and trump and his minions still attach her. Frankly,when I hear them start to bring up the Clintons I feel perfectly free to stop..."
2,"LocalLove is still looking to bless a few children and purchase their back to school supplies ... ARK-LA area , if you kno"
1,"Thanks Dan Le Batard, you've made #ESPN unwatchable. Good job! Send her back, send all FOUR back. And if you have solidarity with them, feel free, accompany them. Please."
1,"In families with intelligent parents who value critical thinking, think for yourself is a great mantra. Aren't you horrified at the utter civic ignorance so many display? 'Send her back.' Ugh. We desperately need the next pres to value public education. And civics education."
1,Saturday Trump Send them back. Sunday Trump Send them back. Monday Trump Send them back. Tueday Trump Send them back. Wednesday Trump Send them back. Wednesday MAGATS Send them back!!!! Thursday Trump That's not cool and I tried to stop them.
1,This should be America...NOT send her back U need to fade to the back so the best of this place can rise to the fore. HATE made u...LOVE can break u #SundayThoughts #SundayMorning #ImpeachDonaldTrumpNOW #MeltingPot
1,And just looking at this thread here I see the racists are out in full force. These are the same f****** who will li
2,Send her back! Trumps rally in North Carolina was an orgy of bigotry
1,Yes send them back Americans are not responsible for any of them
2,"Once you start telling American citizens to go back to your own countries, this tells you that this president's policies are not about immigration, it's about ethnicity and racism, the congresswoman said."
1,"What an ass CHRIS WALLACE....PRESS HIM ON SEND HER BACK.... THE FOUL MOUTHED SQUAD , SAID SUCH TERRBLE THINGS ABOUT OUR PRESIDENT AND YOU TAKE SIDES WITH THE COMMUNIST SOCIALISTS... NEVER WATCH YOU... YOU MAKE ME SICK"
2,I liked your interview with on #MediaBuzz Trump should listen to you more behind the scenes &amp; tell the crowd to chant vote her out instead of send her back
1,Yep...send them back. They all need to go back to whatever hole they came from.
1,"No thanks send them back, they do not have the same set of values as Americans! This kinda stuff goes on in their country all the time!"
1,"Send them back is a racist chant and YOU bathed in their shouts for a long time, smirking and looking around like a dope (as you do.) You could have stopped them, but you like it. Why? Because YOU are a racist. Plain and simple."
1,Voters should SEND HER BACK in the next election.
1,"Communist Mayor DeBlasio and the rest of the destructive-do-nothing Democrats, including you, are destroying NY! DeBlasio allows pissing in streets, aggressive character &amp; naked illegal alien panhandlers, dangerous subways, robberies, assaults, highest taxes in USA!"
1,They have no chance at 2020 without a huge illegal alien vote turnout
2,"Here&amp;#8217;s the Hypocrisy of Democrats&amp;#8217; Fake Outrage over &amp;#8216;Send Her Back&amp;#8217; Chants weve carefully examined your claims of being outraged and offended, found them to be defective, and were sending them back."
1,"My thoughts on how to respond to Trump's Send her back ploy, from this week's Mindful Resistance Newsletter"
1,JUST STFU ! Send her Back....to the bar!......... via
1,"In response to Trump admins announcement of mass deportations, Columbia University offering stress management group for illegal immigrant"
1,"Round them up, send them back"
2,Lara Trump Blames MAGA Crowd For Racist 'Send Her Back' Chant After Cuing It Up For Them - Not A Single Member Of The Trump Family Can Tell The Truth!
1,"Pelosi and the rest of the Sanctuary city establishing,Illegal alien recruiting,open world borde"
2,Why did Republicans decide the send her back chant finally crossed a line into dangerous territory for them? Because it reveals that white nationalism and the celebration of cruelty are indeed at the core of Trump's immigration agenda.
1,We should send them to the Moon. What's that? How will they come back? Whoops.
1,"So, Sen Schumer, you're not going to fix this at all, are you? You're not even going to allow anyone else in Congress to fix it. You're not the first in Congress, GOP and Dem, who pandered to the illegal immigrant lobby for votes. This is status quo since the 80's."
2,Chant; SEND HER BACK!
1,"As always, a privilege to join on The perimeter of the set this morning had instances of President Tr"
2,Major Garrett Presses Pence on 'Send Her Back' Trump Could Simply Tell Supporters 'Don't Do It Again'
1,"Ahhh. I thought I missed the pandering! Woop! There it is! Screw you, #AngelMoms weve got us some weather!! Time for m"
1,"78th Illegal immigrant child sex abuser of 2019 thread. KS Illegal immigrant, Francsico Eduardo Noches-Padilla, 38, con"
1,Send her back. Send her back.
1,And if you are a gender weird and an illegal alien you got the nobel prize....
2,"Why hasnt MSM, and the pointed out Melania lied on her application for a so called Einstein Visa? She claimed"
1,"Your mother was an immigrant from Ireland so, send her back, send her back"
1,"I just followed your entire post about this girl you transported to You got that girl back there safely &amp; in one piece, even though she was obviously ill. They owe you for that cab ride. Find out managing directors name, number, email. Send them a letter."
1,#Leftists want #OpenBorders because they want the Illegal Alien votes. Since 2014-DMV automatically registers Illegals
2,ESPN Radio Host Dan Le Batard Blasts ESPN For Its 'Cowardly' Apolitical Stance Following Trump Rally's 'Send Her Back' Chants via
1,Send her back send her back send her back right to free speech its not hate but the truth she dont like it she welcome to leave just like if you dont like it your welcome to leave as well
2,The press gets a gift like the send her back chant that is universally denounced and then they go and totally redeem themselves with stupid shit like this from
1,Trump supporters new rallying cry Send her back! reverberates across nation fraught with racial tension - The Washington Post. Look at Hitler and his Nazis. Arent they proud. Send them back and build a wall! #FuckTheGOP
1,Send them back began with your tweets You never did anything to stop the chant Lying is a way of life for Donald Trump You won't succeed in diverting attention from your multifarious criminality
1,Her voice sounds an awful lot like the Woman's voice that started the Send them back chant.
2,"Ocasio-Cortez told constituents at a Queens school, We're going to stay right here. ... We're not going anywhere"
1,"Send them back is very familiar precursor 2past murders. has an undeniable history where a subset of white people kill another racial group by the millions. Mostly, Black, Natives Americans &amp; Hispanic. It always begin the same way. Division, anger, &amp; violence"
1,I do!!! I want to send her back!!!
2,"He woke up one morning thinking I need to divide the country more. It doesnt matter that Im racist, my base loves i"
2,"Ate them hits. Took em all standing still. Blindsided, confused and couldnt feel. Rode off thinking must be the gainz... And-thats just more money, its time to file that claim. ASAP So as fast as you walked back, send me those checks, a lot quicker than that."
1,"#OR05- Serious question to voters in Clackamas, Marion, Polk, Lincoln, Tillamook counties. Bernie won them all in 2016"
2,CLOWN
1,"If a white person Migrated here and obvisouly hated everything about America like Omar, Id say send them back as well. Color of skin has nothing to do with this."
2,"The Irish have become us what we wanted and aspired to. They are living our national narrative, a country open to those fleeing oppressors and lack of opportunity."
1,"How long will it be until someone is murdered, and witnesses hear the phrase send him/her back home from the white suprem"
1,"Exactly. There are plenty of reasons to dislike politicians. Come up with something other than race/nationality/religion (or all 3, as our friend above confuses them). I wasnt the best at geography in school, but Ive yet to find MuslimLand on a world map to send them back to."
1,Migrant - live in a country and just moving from one area to another. Immigrant - live in a country and moving to another country. Legal means relating to the law. Illegal means forbidden by law. Who do you represent? Citizens of USA or the humans of the world?
1,"Wait wait wait. Youre not American, talking about $$$. Go ahead and try to buy them. Some of my uncles are in politics back home. You cant even afford to walk in their circle imagine not knowing Nigerian wealth. My uncles send their kids overseas just for fun"
1,GFO is my opinion still. Land Owners Govern. Trump can't prove that and has no more say so. No more Trump rants send her back would be fine. Truth will be heard.
2,"When the President said he was disturbed by the send her back chants, and claimed that he stopped them by moving on quickly, HE WAS LYING. Facts matter and this Fox News video is undisputable."
2,"Ocasio-Cortez Trump enjoyed crowd saying, 'Send her back!'"
1,But the send them back racist screed is as American as apple pie.
1,can we send HER back???
2,If you're someone who is slamming Erica Thomas right now but didn't have a word of recrimination for the thousands of p
1,#TrumpRally 1. What's so disturbing about this is Trump's pattern of attacking WOMEN. Lock her up! Send her back! If
1,Americans are torn apart every hour by ILLEGAL ALIEN CRIMINALS. EVERY HOUR. #MAGA2020 #BuildTheWall
1,schedule a committee hearing to hear from &amp;
1,"Send THEM back MS-13 Murder Indictments Upstaged by 'Squad' Bickering |... via Impeaching a great president, yeah right Maxine in a mans disguise"
1,Where did he say send them back? Hes not suggesting deporting them...
1,"ASK THE PEOPLE WHY THEY SAID SEND HER BACK. WHY DON'T YOU? AFRAID TO HEAR HOW REAL AMERICANS ARE ABLE TO AICULATE THEIR REASONS WHY? GO ON COWARX, GO ASK THEM."
1,"14) Kate Steinle, shot and killed by an illegal alien 7-1-2014"
1,Stephen Miller should be sent back.
1,No Jew wants to send her back
1,"They werent released because they came with an illegal immigrant and had to wait for their parents to get there to pick them up. Nice outrage-mongering, though. Will your thirst for a morality high ever be quenched?"
1,Lock her up or send her back
2,"Another rally, another racist incident. is in her country. It's the people chanting 'send her back'--and the President presiding over them--who have no concept of American values."
1,Illegal alien illegal alien illegal alien! Its not going to pass!
1,mr. President when the crowd starts chanting send them back you stop them and tell them to chant vote them out !
1,"An illegal Guatemalan immigrant who had been twice deported was arrested for the murders of a mother and her two kids in Iowa, authorities said Friday."
1,"Soooooo lemmie get this straight Trump is telling people if they dont like their government to leave but when asylum seekers do just that, they wanna send them all back? Uh k."
1,You know the Saying Send her back has been around and used many times in the past and NOTHING was made of it.......Trump says it and then follows with come back and he is getting Chris Wallace and all of you Demorats in an uproar! Ya'll ought to be ashamed of yourselves!
1,"that shit happened to me and had to photoshop my drivers license &amp; send it to them and it somehow worked, and i got it back immediately"
1,BloombergOpinion Trump Cant Just Walk Away From Send Her Back Theres a reason the president cant bring himself to cond
1,Send them back!!!!!!!!!!!!!!!!!!!
2,"The false, defamatory and derogatory claims made by President Trump against four Democratic Congress members, such as calling our country garbage, such as anti-Semitic screeds,and send her back chants about US citizens are racist, inflammatory and likely to incite violence."
2,. STFU . is calling out the squad an their racism voters chanted send her back. Voters dont want ingrated in.
1,Yes Chuckie you are right this has to end; build the wall and send them back.......there I said it!!!!! Any questions????
1,"Big Tech did something good for once and is helping solve the need for illegal alien farm workers! Make this robot a low-cost, long term lease option so all farms can use it and help solve a national problem."
1,He also said this is the 7th lion so there must be more lions who have been treated inhumanely. Those beautiful creatures are not supposed to be around people who lack kindness &amp; compassion. No one tried to stop this bullshit. SEND THEM BACK TO AFRICA
1,Maybe send more funds to take care of these people or send them back to where ever they came from so they can brush their teeth at their house
1,How many Americans have alien criminials killed in America in the last two years CNN? You dont know cuz you dont care. Send all these illegals back !!!!! SEND EM ALL BACK and youd do us a favor if you went with them
1,"So what youre saying is that an illegal alien, who should not be allowed in the country, much less be elected to Congress, to introduce a bill not to use words that describe her kind.... those in the country illegally.... F her"
2,"Trump's racist 'go back' message is un-American, demoralizing and unlawful | By Cedric L. Alexander"
1,If Nancy Pelosi's daughter was raped by an illegal alien would it change her opposition to securing the border? Would the
1,"Yet all good things can't last forever, he knew he was running out of Demonic power, the beast draining him too /fast/ he had but one last attack he could do before the demon fell back into the void. Send them to hell With a snap of his fingers the giant let -"
1,You managed to equivocate gas her now with send her back. Maybe now you can sit at the same lunch table as The Squad.
1,Send HER back! What a com passionless hypocrite.
1,Folks Mary Ann has been BANNED from Twitter For discussion of her beautiful sons murder by an
1,"Wait, there's not enough things in this country that you should be worried about a rapper in Sweden ?! Did Kanye tell you he's speaking for every black person in the US? Otherwise this is your poor,poor excuse for the send them back chant you encouraged. Pitiful"
2,Did he tell them to chant send her back.
2,Let us not forget it was Chelsea Clinton who was the first to imply is not American &amp; accuse her of anti-Semitism
1,"Send her back controversy is a tempest in a teapot ginned up by media and the left trying to deflect the bright light shining on the anti-American, anti-Semitic policies espoused by the AOC mob. Keep them here so Americans can see them, and vote for Trump."
1,When I house shared my NZ friend brought them back after a visit home. Now they send them to me by post. That particular bag was a surprise delivery.
2,#hatehasnohomeinsd we have moved from racist tweets to the danger zone. Congress women are in da
1,"We keep seeing these blank, soulless eyes -- clear evidence of an alien takeover. We need to send them back where they came from!"
2,"The chant Send her back! was rehearsed before the rally. Are you going to confront him with his lies, or simply repeat them?"
2,Only those who refuse to stand up to Trump's racist comments and incendiary rallies...Send her back! That would be most of them including Senator Graham.
1,Rob is into illegal immigrant under age boys.. SO are many of his Hollywood friends and nearly every politic
2,There are iconic images of American racism that live forever in our history books and archival footage. We will study and be reminded of them forever. The march in Charlottesville and yesterday's Send her back chants will join them. There were not fine people on both sides.
2,"The day Trump took office I said to anyone that would listen, Welcome to the 4th Reich. Now, look at us. White pride, Straight pride. Chants of Send her back. Look at all those patriotic nationalists. Are you scared yet?"
2,"As an immigrant who was at one time illegal, married for a green card, and then brought your family over using chain migration, shouldn't you be upset by the Send her back chants? Why do you not try to Be Best!"
1,I want to send her back. Shes not even working for America or Americans. She couldnt care less about this country. Shes working for a foreign government
1,One more thing ... What do you know? People who werent born here who have decidedly bad character. But yet #MAGA does not want to send them back.
2,Trump's fine people have all the best chants now... * Lock Her Up! * Send Her Back! * Jews will not rep
1,"Youre triggered. I called Send Them Back an immature chant. I called it a dumb chant. I told you I personally find Trump to be a toolshed. If my kid talked as Trump has about women theyd get a lesson from me. You want to attack &amp; other conservative coaches, too?"
1,"Them,they're stupidity of the country, SEND THEM ALL BACK"
1,"You know he's only doing this for the black vote, if elected it's all bets off &amp; chant begins Send them back! DON'T FALL FOR THIS MESS"
1,"I love when my boss is deadass just like I know you think Im racist....... BUT..... a lot of these middle easterners and immigrants are just criminals and we really should send them all back, nothing racist about it my guy deadass racist AF"
2,There is video of you chanting Send Her Back with rally attendees.
1,Send them back the same way they came.
2,"Bull shit, This was pre planned and practice at white house She is lying piece of the garbagge Lara Trump Blames MAGA Crowd For Racist 'Send Her Back' Chant After Cuing It Up For Them"
2,I found out my grandpa tried to send my mom to a place where she could hide her pregnancy and then give me away and come back like nothing happened. Ive never felt so loved. Lmao (he likes me now but damn)
1,an ILLEGAL immigrant child brought over by human traffickers more like; Looking after our own makes sense. discouraging dangerous and risky human trafficking does also...
2,"You don't think chanting 'Send her back' is highly wrong Imagine your a teacher and kids are saying 'go back to Mexico', to a little kid, you think thats right or wrong. Sounds like a gigantic nightmare. My schools full and a hot ticket fyi."
1,hey so instead of raiding area 51. how about we raid the holding cells of illegal immigrant children and get them out? #PrioritiesPeople
2,I am hopibg this sister will be admanat to send saumya back to her sasural she looks like posessive sister of vedanat
1,You're an illegal immigrant.
1,ILLEGAL is criminal. Alien means someone other than legal CITIZEN
1,The illegal immigrants staying there should be asked to leave Yelp reviews once theyre inevitably released in to the U.S.
1,"That was because Mr Thrum is too aggressive in speaking something that someone don't like it. Keep complaining doesn't means they want to leave, it also means they love this country, and, send her back exactly means aggressive wording, and not professional."
1,#LGBT-free zones? Really? Best to put the so-called Law and Justice Party in a time machine and send them back to the Middle Ages where they could be and feel at home! via #Poland #HumanRights #homophobia #equality #gayrights
1,Send them back #StopTheSquad yes they should loose their clearances
2,Misconstrued chant? Then enlighten us all about what the chant send her back really meant.
2,"TELL this clown the race card is DEAD.Theyve cried wolf with it so many times its meaningless! Also its NOT racist to saysend her back when shes commited acts of immigration fraud, incest, etc,to get here!What a clown BUTTGOOF IS! via"
2,No better than Trump and his cult chanting send her back... #BothTribesSuck #WeAreScrewed #SMOD
1,"Instead of chanting Send Them Back , next time Trump rally attendees should say Vote Them Out! (Gives dems less ammunition)"
1,"First off, calling a human being an alien is absolutely disgusting. ALL humans have basic human rights. If you think an illegal immigrant shouldnt have food/shelter/education, then youre part of the problem. Just remember your ancestors were illegal immigrants here too."
1,"I understand boss! But i didnt like your last tweet about buying a ticket which doesnt offend me personally, but will eventually cause a racial divide in this country and nobody needs that! Trump even felt bad for the chant send them back"
1,Police officers with alien backgrounds seem to play a particularly important role in criminal activities. It is reported
1,"It feels so good to send my mom home with fresh organic veggies from my garden. She drives 4 hours every weekend just to come see me and my son. She has done so much for us. I am eternally grateful for her. Its not much, but it feels good to give back to her. #backyardgarden"
1,Taking my $4K and send them back the $11K
1,"Humans are not illegal. But their actions can, and are, often illegal. Come in to the USA the right way and I will support your lawful action 100%. Come in as an Illegal Alien Law Breaker and I will do everything within my power to send you back to where you came from."
1,"Nancy Pelosi has blocked the ICE funding bill from reaching the floor. If the bill does not pass, then in just a few weeks, Immigration and Customs Enforcement will have to start releasing illegal alien criminals into..."
1,"SEND ALL OF THEM BACK!! IF YOU HATE OUR AMERICA, YOU DONT NEED TO BE HERE!!"
2,"Omars dismissive comment about 9/11, Somebody did something is unappreciated by many, enough by some to chant Send Her Back which is well within their First Amendment rights. Pretty logical."
2,Trump could never truly disavow racist Send her back chant because it is Trumpism incarnate
1,Send them all back!
1,"America do you want a party led by an illegal immigrant tax cheat, hates America, married her brother &amp; is trying to kill"
1,"Sham marriage to your brother, you are literally an illegal immigrant, fraudster, and lier. Deport her now, her name isn't even legally omar."
1,"So, if all the Republican Women of Color in the House and Senate were to criticize the government, it'd be OK and totally not racist to chant Send them back! ? Just kidding. There are no Republican women of color in Congress."
1,Send her Back
1,That's fine her opinion is noted. Here is my opinion no one asked for... I find Megan Rapinoe disgusting and despicable. Her wife/GF is gorgeous though. Hope she doesn't drink the same koolaide as Megan does
1,"Your using Israel to defend blatant racism hurts the Jewish community and all America stands for. Many Jews &amp; many Rabbi's have made stronger criticism of the Israeli Governments policies then the congresswoman, so do you want to send them back?"
1,"OMG man. Shut up already. You waited 13 seconds before you started speaking again when your base was saying send her back. Its amazing how you try to contradict what we, the American people, actually see with our own eyes. #BeBest"
1,Didn't Buzz Aldrin say Trump should go to jail because he is an illegal alien? I agree with Buzz
1,"Did Maxine Waters say send them back? No, that right, she said Trump supporters don't belong here, tell them they don't belong She intimated they should be physically pushed back."
1,"All sponsors need to be held for their criminal illegal aliens actions! I would live to see this ones sponsor brought up on charges, the same charges this child rapist faces. I sick of this and then the of this world standing by them!"
2,Coopers nervous because mommys name is linked to Epstein. Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant | Fox News
1,Send them back where they come from. Foreign nasty bitches
1,"Send them one back, guarantee theyll stop."
2,You say you tried to stop the Send Her Back chant? FALSE FACT- you egged them on. Everybody knows it.
2,They only chanted what the news brainwashed them to think. And most feel if she broke the law then we should send her back.
1,Question to Dems? If an illegal woman immigrant becomes pregnant while here illegally will the child inside be considered an automatic citizen at conception? Or after birth? Im sure Dems will fight for the childs rights to be born
1,His claim that he tried to stop them is yet another Trump lie. He stood in front of the crowd in silence enjoying the racist chant he had inspired. The republican party is now the Whites Only Party. Send Them Back is the republican platform for 2020.
1,"#Pelosi #Illegal #Democrat, will get to vote in prison. Man arrested for murdering mother and her two kids is ILLEGAL al"
1,Crimes committed by Illegal aliens in North Carolina. Send them back to the border.
1,What are they then their here illegally and their not born here thus illegal alien dud!
1,What Im saying! After the greeting the liberal mobs gave send them in to take it back.
2,"You wont see any of that money back anyway, wheres the 10k you borrowed from all your other supporters Alyssa? Tell me why she blocked them after they had enough of crazy ass excuses too...please dont send this girl ANY money. We got solid evidence (fraud by Deception/theft)"
2,"To Found your Send her back piece one of the purest efforts yet at the 'R' effort to sanitize MrTrump's aggressive overt use of race and religion to divide Americans for his own political gain. Your attempt to mainstream his racism, xenophobia is shameful."
2,"That chanting by the people of North Carolina, Send her back was the minds of 90% of The People in the United States. Why does a loud crying Democrat who is the Minority take away our beliefs and morals of the Majority? Drain the swamp. Ok"
1,"These demons use the Bible just like the devil did, to deceive. Anyone with basic Biblical understanding knows that Abraham is the precursor of Jesus &amp; points to what was to come! The 3 visitors (are not illegal alien invaders) but the wisemen that would visit our Savior Jesus."
2,Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant
1,Omar may have some legal issues in her future......
2,He refused to send my papers back to me for a year when I wanted to complain to ECHR and kept them for over a year. He abused me racially continually saying My first wife was Irish and Irish culture produce dishonest people' And outlandish racist firm
2,Send her back! Trumps rally in North Carolina was an orgy of bigotry
1,Smooth criminal // alien ant farm
1,"The direction Trump is moving, encouraging, his supporters, is one of violence against those who do not support him. It is plain to me the President is inciting violence, physical violence. Send them back is a physical encouragement.#realDonaldTrump"
1,"Hey, I have an answer! Send them all back to where they came from! They came here illegally and are already criminals!"
2,"The last time I heard send her back it was written before a hate crime. Dont tell me that I havent seen people cry in the bathroom stalls because all the white kids keep telling them to go back, that these words dont hurt, and how theyre not racist. Stop defending Him."
1,"Lara must take Eric--illegal alien Ivana's anchor-baby-3--w/ her. Immigration-cheat Melania &amp; her chain migration parents &amp; sister must be sent back to their homeland. Donald will probably fight to keep the anchor baby he doesn't have time for, but anything to cause pain."
2,Send her back will live in infamy alongside Lock her up. As important and more raw and truthful than #MAGA. Hideous jingoism and rancid racism in three simple words. And guess what? It might well work. We deserve the government we elect.
2,"Anderson Cooper 360 was just flummoxed when a Democrat on his show who refused to call the Trump fans who shouted Send her back racists. He asked the guy again, same reply. Cooper was stunned. Thot a Dem would say Yes, they're racists, of course they are."
2,"#LizCheney 'Send her back' chant 'inappropriate' but not about race, gender #TheHill"
2,The best thing that can happen to this show now is to put all of them up for eviction including tacha and seyi till they decide to send the 2 back into the house.
2,"I'd love for you to share actual proof the squad disgraced a race, American or USA. I'm trying to not like them but need your help. Send me links because I cannot find a thing. Surely there's something. Send it or don't go back to where you came from; go straight to hell!"
2,She wont comment on anything meaningful. Shed rather show off her new designer dog. Send the dog back and let it go to a family that has respect for all living things.
1,"I know this might be asking a lot...Find a dictionary, and look up the word immigrant. Now look up the word alien. One is legal, one is illegal. Literal definition. Ridiculous you are so opposed to using correct terminology. Should I call you moron or idiot?"
1,Illegal Alien Sex Offender Caught At North Carolina Elementary School United States Illegal Alien Crime Report
1,That just might be the boldest empty-headed claim ever. I might click my heels three times and fly away... via
2,Election interference is only bad if the Republicans do it. Understood. Join our private social network here
1,TRUMP 2020 build that wall send them back
1,"Illegal entries to India is not new sir, it has started from long back n some people are now in the main stream politics too. So to make India clean we hv to send them back. But with utmost humanity, no one has right to punish or kill anyone."
1,Some refugees will be killed if they go back to the country they came fro
1,Because she's an Illegal Immigrant?
1,"24 yr.old Md. man,illegal alien,accused of raping 14 yr.old girl, shattering girl's bedroom window released for $500 ba"
1,Ukraine joe China joe. Illegal alien joe Caged children joe JOE had 8 years Never ever AMERICA FIRST JOE you cant WIN joe. MAGA KAG 45 BEST PRESIDENT EVER
1,And I don't regret saying send her back
2,You said you didn't like the way the crowd chanted send her back and you didn't stop it you let them do it for 13 seconds until they stopped you again are so unfit you should b sent back to military school evidently you didn't learn a Damn thing you are nothing but a racist
1,SEND THEM BACK to my house asap
1,From what I heard &amp; I have been known to be wrong but anyway I heard that when the Illegal Immigrant Mother showed up they Immediately Reunited the Anchor Babies with the Illegal Immigrant Mother and they went Home. The friging person who had the children had no proof of custody
1,Just waiting for the Martians to chant Send them back! once a human lands there.
1,"Children and babies being taken off their parents as they arrive seeking asylum? The head of our government tweeting send them back to their brown-skinned follow MPs? The government refusing subpoenas and claiming total immunity? UK is bad, but not (yet) fascist."
1,These Migrants want to overpopulate USA and take over the country. Put them in cages and send them back.
2,"Reminds me of the time we told our landlady our oven was broken, and she said, Thats funny. Mine works. Doesnt hurt me personally, so how is it a real problem?"
1,"Send her back directly invokes an ideology that connects citizenship to a mythical ethnic or national essence, &amp;demands unquestioning fealty to its leader &amp; symbols. It's called fascism. That's why I stated that what we saw in Greenville is the face of evil, &amp; now I'll explain"
1,It seems on Twitter I'm of a minority who totally disapproves of this Squad of TREACHEROUS WOMEN OF COLOR elected to Congress. I see the harm they can cause this Nation. Am I alone here? Is there nobody else besides trump and his SEND THEM BACK rally supporters out there?
1,People Illigally enters US. US Send them back People
1,My 14 yo and I were just talking about CA-the whole manhole issue and illegal immigrant medical even makes his head explode...
1,"Alien? I don't think any alien would like to live in the most fu**ed up country in the world. But anyways, good luck catching illegal aliens over there."
1,"Restaurant in Greenville, where Donald Trump's send her back rally was held, donates 100% of proceeds to helping immigrants"
1,"Hey! Yeah I spoke with them, I completed a test, then didnt hear from them for a week. Now I have to send my gopro back before I can be sent a replacement. So it wont arrive before I leave on holiday - again. Any chance I can get an expedited replacement?"
1,"OH SO THAT'S GONNA BE THE NEW SLOAN LIE OF THE LEFT SEND HER BACK! TRUMP DIDN'T DAY IT SO STOP THE F* FAKE OUTRAGE, HOW PATHETIC!!!"
2,"#ChrisWallace challenges #Trump advisor #StephenMiller on #SendHerBack chants at #NorthCarolina Rally | Of all people the #WhiteHouse could send out to discuss the issue, they chose notorious #racial divider #Miller? |"
1,Licolon invented send them back trope and Liberia was the where.
1,"Send her back to her own country until they learn to pick up their own poop! Seriously, a white dog right now. Have you flat lined?"
1,No Cage them or Send them back? You sure??
2,I can read the whole tweet all day but what he said IMO was wrong him not correcting the crowd telling them that them chanting send her back isnt right is wrong on his part. Imo the two things are wrong
1,"So do YOU fit in here? We know $ is what matters most to you but really, how do you explain this to your family; your mother, your father, your son? Perspective | What do Lock her up and Send her back have in common? Its pretty obvious."
1,"Sorry, but want foreign lands to accord justice for your citizens when you can't accord them the same? You sir are beyond a joke.... Better still, this individual is the 'wrong colour ', Send him back before he gets back in!?#youarearacist #justworld"
1,Actually these Rohingyas are Bangla terrorists in Myanmar thats why they were driv
1,Applying for asylum at the border isnt illegal. The whole send them back chant makes it clear that he and his supporters dont care about whether or not immigrants are here legally. They dont want immigrants at all.
2,Chris Wallace presses Stephen Miller on 'send her back' chant at Trump rally via #USRC
1,It Makes Us Want to Support Him More
1,"They're off the wall now, &amp; onto send them back."
1,Send them back! Feminist Magazine Warns Migrants Behind Most Pool Sex Assaults #rapeculture
1,send them back to the pile of cow dung from whence they arose !
1,illegal immigrant children are being cared for better than our American children living homeless in the streets. This is anarchy by Progressive priests whose ideology is NOT fully with the true teachings of the Catholic Church To all who say they are crying stop tweeting &amp; help
1,Inciting danger is your President. I seen him standing there while his clan were yelling send them back his rally is nothing more than a kkk rally. And you that support this is just another member of the kkk.
1,"Charlie Kirk Verified account In California, if you misgender someone, you can get thrown in jail for up to a year But if you're an illegal alien, you get free healthcare, housing, and education How does that work?"
2,An Indian or whatever she is How is this not just as bad as chanting send her back ??
1,Send Them Back 2020
1,"Go back where you come NB from;Send them home ,They belong in a Nursing Home.Fake news,No immigration policy."
1,ABC news is full of it. Its not a racist tweet from the President. It is what it is. If you dont like it leave. And please send them back !! If they hate America they shouldnt be a representative then. Double down Trump!!
1,When your fan base was screaming send them back ... were they referring to both of your ex-wives??
1,"He asks, where do we fit in? this send them back PR strategy. If he has to ask the question, he might as well take another long draw of that Lemon-Lies Kool Aid that got him in the cult."
2,Don't vote for any party! Use your heart and vote right. I was born in N.C. let's make it right!
2,Anyone still supporting him after his smug posturing over the send her back chants of his sycophantsisn't anyone I wa
1,...what the heck was this display of ignorant American women....send them back!!
1,Do the right thing and hide your illegal immigrant neighbors from ice tray the gang
1,"If you need to ask. You're a Raciat! How do you define illegal? Crime knows no race, gender, age or religion! What do you think illegal immigration means? Yes he would send a white illegal immigrant back!"
1,What's to stop a person going to Cali and just saying you're an illegal immigrant. Don't provide SS# or any info. Would they be obligated to provide free healthcare?
1,Another reason to not sneak into my country. Send them back.
2,"US law states-must have proof beyond reasonable doubt. In case of Garner, No proof cop intended to kill Garner - j"
1,"I would get that just to watch her do that, and then send it back for tasting like Cherry"
1,Vice President Dick Cheney lied us into a now 17 year war &amp; then shot his friend in the face. Let me think. Do I believe a word says? Ah. No. Plus did you know that the federal gov't has already ruled in courts on the Send them back
1,Do we REALLY need the people of Kentucky? Send them back!
1,A Border Patrol agent assigned to the Border Patrol Search Trauma and Rescue(BORSTAR) unit administers intravenous flui
1,Liberals care more about illegal immigrant families than they do about American families.
1,"Yes, as long as you dont send them back"
2,Please notice the little girl in this video behind #Trump. She is wearing a Red Hat. During
1,"Please...send her back...with all of her smooth-talking skills...to fix her homeland and she can come back to help here, or she can stay. Up to her."
2,"Megan Rapinoe rips Trump, supporters for Send her back! | Charlotte Observer"
2,You will know them by the Spirit they bear... and all we witness is HATRED in their hearts. Send Omar back-- she is a Fraud.
1,"Please don't deport my illegal alien mother in law who lives on 22 Front St Boston,Ma"
1,Send her back Adolf Eichmanns Clandestine Visit to Palestine
1,Watch the tape. There's no way to spin Donald Trump's 'send her back' complicity
1,Sent me and 5 of the kids back to America and the other 3 he kept. Telling me that he would send them later with his mom so she could bring them to me. Now he wants nothing to do with me and he said he would not let me have my children. 2 were born in America and 1 was born in
2,Im from the town that was chanting send her back soooo yeahhhhh
